upload date,id,username,full name,likes,comments,raw title,raw description
2024-09-02 00:00:00,https://www.instagram.com/patrickpstar_/p/C_a_9oMPHV3/,patrickpstar_,Patrick 💫 #staysharp,264,26,"Patrick 💫 #staysharp on Instagram: ""Enjoying my life. 
AM to PM. 
PM to AM.
Amen 🙏🏾""","264 likes, 26 comments - patrickpstar_ on September 2, 2024: ""Enjoying my life. 
AM to PM. 
PM to AM.
Amen 🙏🏾"". "
2024-06-02 00:00:00,https://www.instagram.com/patrickpstar_/p/C7uRY4aP3wg/,patrickpstar_,Patrick 💫 #staysharp,<<could not collect>>,<<could not collect>>,"Patrick 💫 #staysharp on Instagram: ""a-MAY-zing month with the best cast of people ⚡️""","patrickpstar_ on June 2, 2024: ""a-MAY-zing month with the best cast of people ⚡️"". "
2024-05-22 00:00:00,https://www.instagram.com/patrickpstar_/p/C7RqHaVJvvj/,patrickpstar_,Patrick 💫 #staysharp,<<could not collect>>,<<could not collect>>,"Patrick 💫 #staysharp on Instagram: ""Woo, wop, wop, wop, wop,
I’ma do my stuff.""","patrickpstar_ on May 22, 2024: ""Woo, wop, wop, wop, wop,
I’ma do my stuff."". "
2024-05-15 00:00:00,https://www.instagram.com/patrickpstar_/p/C7AQSizOx5Y/,patrickpstar_,Patrick 💫 #staysharp,<<could not collect>>,<<could not collect>>,"Patrick 💫 #staysharp on Instagram: ""Honestly, I have to thank @mayaunagi for showcasing some of her musical magic ✨ the world is getting an early peek into how you bring your artistry to the live stage 💫 

Are we ready for music that heals and elevates?""","patrickpstar_ on May 15, 2024: ""Honestly, I have to thank @mayaunagi for showcasing some of her musical magic ✨ the world is getting an early peek into how you bring your artistry to the live stage 💫 

Are we ready for music that heals and elevates?"". "
2024-05-05 00:00:00,https://www.instagram.com/patrickpstar_/p/C6mCSexRaIx/,patrickpstar_,Patrick 💫 #staysharp,251,15,"Patrick 💫 #staysharp on Instagram: ""This trip was made possible by good people, warm days, and cool nights 🌵 

Excited to see you again … 🏜️ 🎡 ✨""","251 likes, 15 comments - patrickpstar_ on May 5, 2024: ""This trip was made possible by good people, warm days, and cool nights 🌵 

Excited to see you again … 🏜️ 🎡 ✨"". "
2024-05-13 00:00:00,https://www.instagram.com/patrickpstar_/p/C67tFM2LiDl/,patrickpstar_,Patrick 💫 #staysharp,231,54,"Patrick 💫 #staysharp on Instagram: ""San Francisco kept that same energy 🔋

Thanks for floating with the star 💫""","231 likes, 54 comments - patrickpstar_ on May 13, 2024: ""San Francisco kept that same energy 🔋

Thanks for floating with the star 💫"". "
2024-04-13 00:00:00,https://www.instagram.com/patrickpstar_/p/C5tg-fav2Hy/,patrickpstar_,Patrick 💫 #staysharp,188,12,"Patrick 💫 #staysharp on Instagram: ""Coachella Day 1 Recap - Return to the Desert 🏜️""","188 likes, 12 comments - patrickpstar_ on April 13, 2024: ""Coachella Day 1 Recap - Return to the Desert 🏜️"". "
2024-04-10 00:00:00,https://www.instagram.com/patrickpstar_/p/C5oF056uu9Y/,patrickpstar_,Patrick 💫 #staysharp,166,5,"Patrick 💫 #staysharp on Instagram: ""“Deliberately seek the company of people who influence you to think and act for yourself”

As Coachella weekend 1 approaches, I want to make a post dedicated to some of the men who’ve inspired me the most over the last few weeks … 

Who’s inspiring you these days?

🖤⚫️⬛️🕶️⌚️👓""","166 likes, 5 comments - patrickpstar_ on April 10, 2024: ""“Deliberately seek the company of people who influence you to think and act for yourself”

As Coachella weekend 1 approaches, I want to make a post dedicated to some of the men who’ve inspired me the most over the last few weeks … 

Who’s inspiring you these days?

🖤⚫️⬛️🕶️⌚️👓"". "
2024-04-15 00:00:00,https://www.instagram.com/patrickpstar_/p/C5y2mnoy3qD/,patrickpstar_,Patrick 💫 #staysharp,288,77,"Patrick 💫 #staysharp on Instagram: ""Scene 30 🎬 💫 🎂 🎈 

I leave my 20s better than I arrived.

1. Patrick by NickShoots 📸 
2. Friends 
3. Paying My Dues
4. The Payoff (Coachella 2024) 🎡 
5. Pleased
6. Surprise to me ♈️🔥💫💎
7. Surprise from me (streaming everywhere)
8. Impromptu performance 🎶 🎤
9. “V” is for Victor. “V” is for victory 💛

Thank you for shielding me in love and protecting me from evil. 🙏🏾""","288 likes, 77 comments - patrickpstar_ on April 15, 2024: ""Scene 30 🎬 💫 🎂 🎈 

I leave my 20s better than I arrived.

1. Patrick by NickShoots 📸 
2. Friends 
3. Paying My Dues
4. The Payoff (Coachella 2024) 🎡 
5. Pleased
6. Surprise to me ♈️🔥💫💎
7. Surprise from me (streaming everywhere)
8. Impromptu performance 🎶 🎤
9. “V” is for Victor. “V” is for victory 💛

Thank you for shielding me in love and protecting me from evil. 🙏🏾"". "
2024-03-03 00:00:00,https://www.instagram.com/patrickpstar_/p/C4FDbTRrNT8/,patrickpstar_,Patrick 💫 #staysharp,162,5,"Patrick 💫 #staysharp on Instagram: ""The Creative Act: A Way of Being🔋""","162 likes, 5 comments - patrickpstar_ on March 3, 2024: ""The Creative Act: A Way of Being🔋"". "
